feature,file_name,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,mfcc,spectral_centroid,spectral_centroid,spectral_centroid,spectral_bandwidth,spectral_bandwidth,spectral_bandwidth,zero_crossing_rate,zero_crossing_rate,zero_crossing_rate,rmse,rmse,rmse,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,spectral_contrast,tempo
791,pop.00092.wav,-26.023748,-211.1821,110.2708,60.92531,-23.84272,146.17014,6.0020447,-113.57434,75.86005,17.740946,-33.0754,93.400986,5.115728,-64.28784,46.447773,10.427114,-40.393288,38.986717,2.4726002,-28.878841,38.617737,4.9311967,-39.179077,31.241814,8.130399,-18.49799,45.866493,3.859981,-45.067093,42.744976,-0.17782758,-33.194927,40.31768,7.2514496,-19.50821,45.580322,4.9652233,-27.446121,48.23802,3270.0808829080115,1223.030531919689,7059.292334530432,2988.7582143570103,1394.4087560407634,4035.0311608752713,0.14528500821732404,0.01171875,0.595703125,0.22702415,0.04440054,0.47268406,23.603793377707266,11.138050579990118,65.0593380111622,14.692123089973341,3.8835161313020023,33.34579264671053,16.960684450195373,6.278764715920579,38.11428503754491,16.955085431256013,7.985892895386659,33.12961376495177,17.96169801169303,9.455146147117482,28.96294285105224,16.440006333033967,11.10614133183804,29.72593437533509,15.577457647353162,9.534298477775721,28.229455134969427,107.666015625
792,pop.00093.wav,-20.244305,-133.85962,74.92732,57.762615,-4.2207212,136.63213,16.79944,-44.358665,60.915394,18.260643,-20.9686,60.909454,8.965957,-25.573925,42.295666,14.902181,-29.369194,52.282524,2.6743505,-35.962887,29.575867,3.7542834,-30.26725,29.029907,1.1086355,-27.77443,27.428976,1.8431586,-24.70911,24.217943,-5.9786644,-29.722275,15.325478,-3.6034944,-25.952658,19.122112,-3.6503112,-29.745544,15.639925,3259.351118526445,1554.3094513263516,6709.523500887518,3144.5113342829245,1963.7705193005045,4140.042762607942,0.13163352547370458,0.0322265625,0.51953125,0.24572903,0.07752266,0.45229328,24.51378237575414,5.613494875562685,46.67059281359482,15.165578008366845,3.220745079263194,35.645515015853846,19.26093772344256,6.7140529126518524,41.026206703069924,18.81466635172297,8.360603818008972,33.263739185786065,17.265406988230207,9.329563093503172,31.74457376835209,16.020589192063447,11.235807904731756,25.74916442551394,15.859161417486021,12.279150722659127,22.624543731325303,135.99917763157896
793,pop.00094.wav,-42.241444,-226.92357,114.80054,82.16851,-11.498516,175.63797,-2.2273607,-77.629,81.876236,19.91206,-29.997305,57.14673,13.8555565,-17.537971,44.86926,0.85311645,-49.428505,33.967773,7.9228992,-31.100433,42.851173,-0.71227854,-29.205564,26.242393,6.8727417,-16.10512,33.204277,-1.9014206,-33.762062,24.909325,-4.6892295,-34.460808,22.41105,-3.169999,-24.339983,23.892601,-2.937237,-33.180473,22.448677,2806.873512822618,962.0137564585922,6781.569744859514,2858.235591516398,1371.9681865503137,4182.688739502685,0.12851841949439288,0.02880859375,0.5322265625,0.1985883,0.046742674,0.41636863,19.35306531823351,7.082902743858499,49.7615589200165,18.23498944986595,5.951733610029291,34.96972211220999,20.671319634820307,8.30696940024151,37.235224529810935,20.683049713715494,9.70589292653974,33.85273904015276,19.86060329954631,11.148184726380336,32.34773185908584,19.8790878876647,11.167862332369157,31.60508599121289,16.36801077352188,11.91568912531428,25.05786358901923,151.99908088235293
794,pop.00095.wav,-36.638824,-261.38428,98.54691,73.07811,-78.08133,164.89977,39.135193,-16.082998,118.28465,20.312122,-31.752295,86.43565,12.493178,-22.89804,48.104485,2.1483605,-45.726913,41.690487,11.728564,-20.491531,47.421864,-2.4226382,-37.252716,40.539112,6.6385183,-25.967344,41.131226,3.1705885,-23.68033,30.216835,-5.384551,-32.5026,23.913631,-3.1425965,-35.0533,30.156704,-5.7730885,-35.241688,23.066906,3047.4927543771933,453.2689706056517,6831.344269100752,3306.7960074112634,1153.5618700742077,4197.952191029177,0.10640263981535189,0.00732421875,0.5439453125,0.30359313,0.09402363,0.5700563,22.82869592388416,8.339573303086853,57.85222871513579,17.356523389692107,4.935052790261334,40.20379377507416,19.360288135192974,7.195544197820515,43.50270551510115,20.071875446362068,8.787705411852075,36.82264439756846,18.532749135447315,6.907607518266946,31.767399280548748,17.0353454906946,11.639395703140938,27.40906400005504,15.91908271448214,11.624402207159754,26.477651296516402,103.359375
795,pop.00096.wav,-59.051575,-255.09727,101.304665,61.004276,-37.972687,139.88887,27.743502,-38.16284,120.32359,23.84954,-26.310802,78.25569,12.297715,-29.58532,48.17264,7.377119,-43.39048,57.975754,12.317067,-19.95502,50.015694,7.139927,-25.957104,39.228985,13.406534,-12.253113,45.397507,2.4973204,-23.879059,29.232338,-1.9689049,-31.938505,23.779493,-2.4171176,-28.728561,23.432262,-4.516286,-31.91846,36.803963,3126.570348199454,723.1831678087253,7139.220226466192,3162.8049330192166,1621.013645598382,4272.712717829285,0.10530825538959783,0.005859375,0.48388671875,0.25110945,0.030893777,0.5012079,24.621103401735343,5.243607957106908,66.11149866742409,19.045103965172522,6.296615493723166,35.626987135016996,21.772853937513066,7.84442031406034,49.46534529893469,21.418590220206656,8.293329677622983,35.4887702653357,19.481212320446428,8.85351379586318,35.892265515354296,17.69426319685216,11.0618788336851,29.43828508086338,15.512764711194485,11.043572270471412,25.076848805369643,92.28515625
796,pop.00097.wav,-125.51832,-346.35916,77.38947,51.23162,-65.119576,136.03929,38.500435,-41.552704,141.12685,14.496834,-70.016525,79.609604,16.24374,-31.656511,65.69934,4.6439257,-45.338615,37.7646,12.31821,-27.761087,60.983383,1.1781602,-46.639793,33.056156,1.729141,-24.13171,33.65593,9.767175,-22.1376,42.31246,-2.822853,-37.23806,20.872105,2.080858,-22.94656,31.319164,0.85810906,-39.07017,28.403906,3508.793497842634,429.3703429937715,8822.849204216329,3309.975742853328,1440.2825635273484,4424.918085400361,0.13715000845901004,0.00439453125,0.7978515625,0.20420928,0.007865479,0.5434464,20.570864358008254,7.191508877473871,45.94539545807121,16.018174786177713,3.0943783421084756,36.4798017615572,18.098834003065125,6.090204404447253,39.74050335597384,17.63765688849161,8.544738182867935,32.487869664031585,17.671026375146283,7.309357371736757,31.735210476559836,17.72574041906993,11.117167918211784,39.27240426215357,14.90305700758793,11.010414994375013,22.736622433060706,99.38401442307692
797,pop.00098.wav,-26.940434,-312.99945,103.84638,46.743637,-68.201645,112.772156,8.683473,-68.82326,135.91457,8.586894,-75.31027,48.39083,6.084411,-39.501343,45.464096,12.43607,-34.911247,47.739708,6.9747324,-31.411251,43.02688,2.499159,-57.054535,27.730087,1.1518143,-56.443745,26.276787,7.257162,-20.596783,36.520172,-3.1354442,-43.473137,26.704773,1.2637736,-32.345173,43.13618,3.8410106,-35.791565,38.61429,3633.1617304451615,1758.406696198302,7481.40152243068,3133.8022963309218,1922.5223932081958,3973.3521144526944,0.18300841671500387,0.0244140625,0.671875,0.21295623,0.016811252,0.42875764,20.429926285722367,6.421831651711651,53.822089877550354,15.53680023076953,4.922097149791309,37.47184034750046,18.365093356141795,6.205249133854167,36.01807760270735,18.541738613609436,8.022082840866664,37.86156275071233,19.06024118183684,9.620321185863379,35.924407445161975,18.025305601166355,10.949991905826419,39.58260671817159,15.947159606924288,11.459390336615673,27.731405041474932,117.45383522727273
798,pop.00099.wav,-119.3696,-332.0979,57.345577,85.97376,-22.682844,156.67763,33.870014,-14.189735,131.54364,9.980801,-36.743935,55.569893,17.702011,-19.489117,56.77825,0.51735157,-51.680573,53.02527,9.578704,-17.468418,49.328274,-5.3154035,-46.412064,29.746416,4.174863,-30.50451,39.655758,8.122892,-22.762897,37.894966,-7.98327,-39.55034,18.279419,1.5733019,-32.6081,28.695435,-2.9313235,-29.346064,21.928013,2765.1075887449138,694.7396360366738,6892.090193894339,3222.4481088277003,1591.9456870760696,4171.962133072222,0.09597275594547564,0.0126953125,0.40869140625,0.13809818,0.021584895,0.33116317,20.30153895840086,5.54892011532874,36.38720354469617,17.097721842584885,3.987395358707783,34.43845473196998,20.450068243569305,6.6697988149114575,42.929190452132595,19.64119413366837,8.757322752397444,31.216908488203437,20.156485781935928,10.251677775285026,39.18865153516149,20.106924960435247,11.852213278491357,40.508681862448064,15.884451834480213,11.34389909795341,26.293185645163828,78.30255681818181
799,reggae.00000.wav,-159.48033,-303.5653,-24.321976,104.85739,17.073893,158.17435,-10.333498,-81.053795,76.600525,34.647846,-25.844883,94.45094,-4.978135,-52.283573,29.548203,26.803732,-5.657181,57.73491,-21.9402,-61.05452,9.800259,23.42468,-14.227109,46.944313,-14.025368,-47.5715,16.40651,19.575533,-9.84635,53.101982,-8.296037,-37.013184,21.045776,9.729553,-21.180553,48.204975,-10.074867,-38.860085,22.978655,2133.3521515473035,1094.3833219171274,4362.856318088966,2289.5782061974546,1464.7198724665855,3308.9240550435625,0.09779937342904099,0.02001953125,0.2197265625,0.094102465,0.014917629,0.2165723,25.97862508107384,11.268442052642666,57.620294647186896,15.979173460300851,4.046660166098718,35.82584563216166,20.827839423723724,6.977734902393017,41.57693175154445,19.801585890270413,10.089596353413137,34.85120586788574,21.02914602592244,11.761450157736189,32.151586902931655,19.52959051705234,12.44667248749897,30.968571762647624,40.639669369900524,16.251833921505636,49.21465482105961,123.046875
800,reggae.00001.wav,-190.9372,-323.1319,-46.757595,127.41596,39.91806,184.17456,-3.7882679,-75.69556,48.178185,26.704464,-2.656897,57.238285,-12.820788,-49.224022,25.287544,23.924116,-0.97948515,50.277687,-8.222865,-38.85849,20.954607,9.962505,-22.35301,39.064465,-12.229613,-41.883625,11.759605,13.450585,-13.360062,37.82177,-7.066006,-34.1103,26.267517,1.6455318,-21.255404,22.201355,-14.528188,-35.691063,11.2829895,1638.9307245186242,568.2229959442083,4191.652990513401,1995.1894577900887,966.9444919563124,2997.0653522304606,0.06396975299690642,0.01513671875,0.29248046875,0.0819897,0.01548442,0.22982389,29.54280215288745,12.679731048892107,55.5761316842823,17.338148635339284,5.807764086295494,35.10927670248623,17.22311199630403,7.353816941564806,33.04222258530897,18.47628279273496,10.239712779004199,28.646352696209426,19.12251679336241,10.954621260863666,31.921967354383852,17.585050917364008,11.549843622915297,28.106643883900016,35.98715878484566,14.61869922873551,45.15638978686149,151.99908088235293
801,reggae.00002.wav,-189.09105,-418.69028,-18.59565,110.86749,31.783278,197.48811,2.982771,-59.45807,84.34909,48.36251,-0.75026524,92.439705,-6.4262414,-40.751873,42.192455,20.728699,-17.816326,61.378136,-12.56162,-62.563393,39.05558,15.884039,-20.482124,53.27971,-13.630971,-48.59212,27.281813,9.418686,-22.823187,36.452507,-8.044495,-42.338413,20.40049,8.090904,-25.265696,49.745678,-10.641822,-37.90779,27.02743,1796.8948919886877,322.19036580457487,4723.6994036928345,2103.058675820294,810.306388821401,3265.9652033208727,0.07510279207753287,0.0107421875,0.31005859375,0.092447795,0.011784533,0.21584797,26.064893921106794,9.611892465512778,56.156532705828354,14.126321949653578,3.4566527682682002,34.74512336536852,18.761570121183357,4.6078326823891755,37.48462009924991,17.43679213103734,6.232775610331782,33.084026597945346,18.817147515239437,9.12575131793535,32.72345752089436,17.514568019106303,9.35959719946801,29.410756330014145,38.228160258770416,18.933328218544837,47.14324330097388,103.359375
802,reggae.00003.wav,-201.19154,-382.02832,-26.664278,104.146736,9.798276,193.10695,-15.439406,-106.61057,62.984303,30.81282,-15.78093,79.84311,14.260963,-34.950356,64.51883,31.42331,-13.89534,69.62671,-7.8610983,-48.875443,34.950283,17.967077,-24.707129,49.221268,-4.053848,-34.336494,27.243885,16.94223,-10.048761,44.670326,-11.208057,-40.393425,22.630112,12.122964,-15.757829,37.683395,-5.282073,-33.149593,23.130089,1923.6030595916304,525.5584810896643,4790.985003532359,2108.0590439675534,1008.6361155650966,3363.6965243287523,0.08490731341840681,0.0068359375,0.38134765625,0.09414366,0.0067102294,0.23623183,26.265018660023568,7.101558506293125,58.87270137484849,16.672378101620463,4.921673986499221,32.444355997140605,19.92385845105835,4.206936569640036,40.50547475906076,19.170619751742375,8.401743608485207,34.065454031882396,21.67526392409368,12.992488369046725,34.1748476268509,20.1305134473492,11.670902824427762,34.05391896678187,37.76377015904772,13.45452839535072,47.30585527762022,143.5546875
803,reggae.00004.wav,-175.5785,-434.10297,-12.638631,104.87788,-8.2229185,201.21988,-15.688772,-70.94289,67.681885,27.520798,-31.7508,84.980576,-8.110774,-59.094902,30.283207,24.028858,-16.50589,67.60648,-10.312878,-62.734215,47.86692,18.851534,-23.330872,53.80995,-8.380903,-43.61084,39.935715,11.850703,-24.96962,44.811146,-7.579116,-47.402065,31.873093,12.561645,-21.097633,43.55048,-6.039826,-42.984688,20.764002,2009.7625946802298,359.74870220733516,5793.83328299378,2141.3681996178675,790.9249388316059,3387.772849784603,0.08445301926237432,0.009765625,0.39990234375,0.10105628,0.0028721194,0.23373143,25.419662431454373,8.934945446901338,53.36301050880304,16.345816865627707,4.604070435995019,33.625503725750065,20.25973387151211,7.411139950718502,40.852140350271426,18.85421132603742,7.042766785347301,31.01828469334582,19.577603806648405,6.5589808034676516,35.80736416897833,18.317559539505762,9.80553488981958,29.929879709583307,37.72223410627561,14.654024435056328,48.306424684328036,123.046875
804,reggae.00005.wav,-176.76518,-375.77,-22.661684,116.84069,35.863487,206.45169,-21.308065,-83.90195,60.640224,38.76341,-7.156685,95.907166,-5.4505625,-68.18053,59.847607,26.620836,-21.275059,65.56185,-8.181732,-50.639786,47.372974,15.778047,-18.26125,42.368805,-10.484447,-41.598602,28.557533,11.044604,-22.990402,45.149025,-10.051371,-35.090794,27.689877,9.914849,-21.278095,40.03716,-3.2497032,-31.995201,32.635822,1798.3807585425818,307.5589899071391,4830.47955166624,1964.172675864807,776.2601556573097,3336.7327350436803,0.0730159845079273,0.0068359375,0.3095703125,0.10028513,0.011864602,0.21871588,28.219071133640877,8.888540096591045,58.200776671850925,15.701626920908494,5.620881199255036,32.73954930830985,19.613051957701103,7.11354649775523,37.725858733932235,18.46917916987351,7.415259769295435,32.75364407550931,18.04363046360473,7.158563798580803,32.26454990536399,18.2796417849959,10.581637649872008,29.067204396734233,37.34237895137663,13.77126344650295,45.754595293820046,161.4990234375
805,reggae.00006.wav,-207.39706,-401.86584,-54.057,134.70505,10.547184,214.33174,-9.09317,-80.49133,59.77839,38.44704,-27.809776,105.63197,6.303592,-48.371777,64.80809,22.595772,-18.861969,60.317863,-8.299388,-60.249367,46.317623,16.295506,-21.870283,50.77301,-8.471838,-36.27099,28.252499,4.1403346,-33.24285,46.883575,-4.3538995,-36.335407,30.494932,6.340493,-23.792175,39.719456,-6.9138722,-30.315979,31.890055,1417.957488637926,265.48179254250385,5064.917297956221,1704.4838617607675,615.9156127205383,3151.952705683898,0.06082141519238206,0.00634765625,0.45849609375,0.10504521,0.010884578,0.25165203,29.390145077788027,8.14497341042371,62.85419113274843,16.80343531928465,6.513497695897644,31.64315845781435,20.292007492260105,6.98904702292279,41.46123756287817,19.542683223462053,7.677288937836462,34.386694770393724,18.698600159688855,9.757924435020431,30.06657399091118,17.656905879558842,11.295605869265206,31.313218025762637,34.861119673278026,12.173006677379373,50.459680349856185,75.99954044117646
806,reggae.00007.wav,-192.26941,-412.0774,-19.640453,116.4957,26.19793,185.19894,-10.950728,-88.74872,70.80754,29.891136,-25.572126,108.619896,-0.659651,-53.777943,55.74444,21.443464,-17.905327,66.0217,-11.864701,-73.22096,64.74894,18.65121,-19.961714,48.97094,-13.07924,-57.084854,21.581276,14.4656515,-21.140482,57.497795,-7.3812265,-37.454315,34.892868,4.820051,-29.269527,34.245834,-2.8101099,-33.019188,24.537155,1754.176811179512,278.01446881962465,4959.396147574737,2026.2008748333599,777.0350334988516,3434.172244457153,0.07387510271655066,0.0048828125,0.3828125,0.09058583,0.011357889,0.21983828,26.08732032772345,7.814154672046584,60.787694119577466,15.855593349813692,5.251880467590854,37.88023570483237,20.763090997470048,6.292700304986719,41.16242442887087,19.509677613078825,5.974561488811349,32.48441822139371,19.892867555216313,10.59102577912718,34.69325294720288,18.503710121148853,12.440259508723983,28.480785120346894,37.71514083986028,18.914488924271623,45.81188258352585,151.99908088235293
807,reggae.00008.wav,-194.54175,-471.0912,-20.088974,118.60043,-14.823765,218.51614,-6.408212,-75.201126,59.71975,40.801094,-19.73922,109.649,-3.2935102,-50.22793,60.63543,25.461584,-10.530541,57.847225,-9.303606,-51.497936,33.794357,11.395713,-27.762672,46.011753,-6.1569276,-45.489662,40.023064,15.344735,-18.913721,46.929,-5.162594,-37.674015,42.273705,5.759956,-24.997377,32.332706,-6.2791595,-30.946003,26.233704,1691.3385554367255,447.30026262000524,5808.573203194949,1963.2127149972835,868.3439423083319,3341.132881129397,0.06943789878190255,0.00732421875,0.49267578125,0.10192524,0.004702851,0.27101108,27.712197042394266,7.227248951639114,49.111855398313,16.69404280064849,5.107507523348755,34.46926884242408,20.620870658281092,7.731638373992003,45.43901798267716,19.102981356548966,9.431402800696507,31.935916773726348,20.411067382923424,9.715698858744084,31.669707886683128,19.79696579051072,11.73400264946931,33.53875417414845,36.049484998520356,14.812201517431138,46.34911103617798,95.703125
808,reggae.00009.wav,-232.50473,-457.48306,-51.90216,131.2295,-2.4748073,206.31729,2.6469772,-60.016426,74.55734,18.397951,-44.5439,84.401184,11.315558,-46.117203,62.451622,22.92844,-24.65643,68.91051,-10.467937,-51.71305,37.554817,16.771238,-23.859196,51.34826,-15.256651,-53.73891,25.478327,15.530609,-24.999355,47.480507,-8.389645,-47.42517,27.700026,8.022548,-25.066212,32.170162,-3.7816064,-32.87593,33.737206,1609.8372860104507,248.3267976138647,5994.904297843248,1990.403660425889,808.6632015582358,3477.7854753711226,0.06057066596577726,0.0048828125,0.29833984375,0.086658604,0.003633856,0.22236216,24.25383309075299,7.89413376472889,63.83570537669561,15.87050053021307,5.713429965706267,36.53758525523128,20.283895912117345,7.47360797146885,43.23961086160994,18.43496220016357,6.503122217924405,31.579684522256393,20.367406090596152,10.476531924448945,33.08497828963252,18.587298508593648,5.640163327574644,28.530045707548187,36.37493256203823,8.151627595687247,48.399761836328345,161.4990234375
809,reggae.00010.wav,-233.64262,-450.71997,-40.46995,87.52443,-23.764198,163.05554,-22.21446,-73.349464,68.80877,52.048756,-21.3364,95.02744,-8.575607,-70.3666,42.83458,24.966368,-3.363431,61.455887,-18.236242,-66.2171,17.66512,1.8883245,-30.512041,37.48504,-9.132005,-38.85558,17.674171,-0.22732632,-27.026001,26.001684,-17.069843,-48.06389,9.161279,-3.0311315,-28.65149,25.735243,-9.793287,-33.52012,19.009691,2149.158788656929,666.20834756082,5787.546650550879,2036.7628281690304,1180.7291510312505,3096.4978803609256,0.10275318119199536,0.0166015625,0.52587890625,0.06165027,0.0026532419,0.2419929,28.906261516572062,11.804498467472031,53.54517368178344,20.64414957717215,6.151673352583554,38.417972456093636,24.866373999958643,9.508677578846466,45.15565714221903,22.31574555857944,10.311213492328388,36.92063340457626,22.855252433902347,12.21078783986578,34.297178464639096,21.211532189677953,12.090399067011559,33.54439137038436,36.70024445644305,6.6720591184090114,49.88424359284559,117.45383522727273
810,reggae.00011.wav,-198.73212,-379.21817,-18.493168,102.408325,-10.06926,165.96085,-9.996929,-80.07794,81.212814,30.804916,-32.840576,77.169716,-3.2927678,-57.370422,35.736877,20.279371,-21.247149,55.94091,-5.631608,-59.454884,32.715748,28.096033,-2.7219179,59.30231,-11.504986,-50.103363,23.405092,18.203848,-8.800722,45.845158,-7.360594,-31.026844,29.695724,12.280453,-25.287567,41.693092,-4.3624167,-26.485596,22.583828,1995.2769651140734,835.0106356310706,5641.352584586289,2295.684096517595,1452.1688631816098,3491.4933955010074,0.07027624709976799,0.00732421875,0.376953125,0.07837962,0.007642293,0.2275608,22.082768917000767,6.331434894075833,59.55949436825257,16.001606342602084,5.9066950754386385,30.140896363818662,19.4367841313249,6.181947840114596,36.95893777289275,18.890509563379357,8.254710090282384,32.29092529803072,17.877722964553083,9.473743091234438,31.214930038667234,17.499372040610126,10.78060000678638,28.00296874154192,38.056464937778806,13.149143601870822,46.34140648788343,123.046875
811,reggae.00012.wav,-191.19943,-426.2358,-58.238598,96.341225,0.55259395,167.53096,-17.658962,-86.06322,73.9638,24.837395,-43.31594,98.57643,-0.8896691,-62.974556,53.172318,26.334473,-19.158974,71.982,-12.93426,-77.96994,35.05465,19.63557,-33.526352,65.35176,-9.790512,-53.69837,29.115898,16.973425,-14.933905,50.817482,-8.587678,-40.83903,19.171242,11.4229355,-24.8256,45.380947,-8.202379,-50.48369,21.574677,2300.04288038141,501.27264039339855,6048.735017007854,2303.742928114958,1197.2062831798112,3570.6246066133945,0.11374762845610982,0.0078125,0.5869140625,0.07554815,0.0023133021,0.1892271,24.41511725631299,6.42480636793993,52.33934399782042,14.816111887708018,4.934450439356432,30.993904241908705,18.30739966440025,5.173975213103164,38.21251594359447,17.976058670407046,6.407117754055928,36.22529988176328,18.483558478583618,8.280177835957593,29.54406579616375,17.893034804155864,12.106401326550008,26.877581741228347,38.62300485587371,13.648548039352322,47.32932630969525,129.19921875
812,reggae.00013.wav,-206.51552,-415.777,-23.33707,122.598175,-19.856216,201.9236,-0.5765911,-77.14999,91.85608,29.354094,-13.023424,81.870544,10.233527,-45.444225,60.891537,28.23236,-17.180378,77.12822,-9.929435,-65.28589,36.017094,13.371487,-26.65755,55.523705,-8.455472,-45.611584,30.510433,11.285514,-28.63257,48.08345,-7.2900777,-50.51349,23.301857,7.07311,-19.797367,36.53211,-10.346017,-49.385513,24.991665,1608.5066742461884,328.5688944567483,5429.122956168714,1975.350147505049,834.8667720470552,3352.9064177020314,0.07061687330819799,0.00537109375,0.42919921875,0.11161461,0.0073933364,0.2861233,26.444163655707257,9.493921928380276,64.66369660409929,15.839939697456748,5.404721630531121,32.82372416870996,19.432511671047486,6.6766252545096405,40.80833079474709,19.031083612943522,8.228732408425675,32.54875432001229,20.271925604499586,11.01026235091437,32.02257441714963,19.144180043876055,11.705748806331385,32.39786751187414,37.357447829440126,11.47443886670492,51.28325344504851,123.046875
813,reggae.00014.wav,-209.5813,-435.88602,-10.292256,105.26066,-33.29557,188.08472,2.5705209,-58.42752,97.58265,34.898067,-25.209858,107.25202,15.326888,-36.335777,65.45188,25.199398,-14.472369,65.35213,-6.063227,-45.948704,37.91446,18.243076,-23.573147,66.16827,-5.0739202,-47.331314,33.59052,8.950725,-28.653896,38.50057,-1.018621,-33.63106,29.167606,8.250103,-22.82267,34.257828,-4.0277166,-39.515366,21.786661,1716.0497964664362,287.9336301529613,5831.873351640787,2062.683800252333,775.0036725263861,3429.012952177833,0.06409059599767981,0.0048828125,0.5380859375,0.11416169,0.0060662315,0.38220045,18.220258892854098,5.641279059159581,35.86940980647381,17.7019533169384,4.832787710448504,37.873441552571464,20.52277673547884,6.117258280622746,44.882696805858735,19.477044815811045,9.917571291396499,37.1185035525622,19.85944083765032,10.756508595843425,34.16330805938088,18.60083756186583,11.730076529393873,29.983104769097228,36.37616878862996,17.751054500525637,47.134096830971345,129.19921875
814,reggae.00015.wav,-157.81721,-329.55298,4.6083364,109.850296,3.6708274,204.49686,8.465338,-52.049053,75.897156,41.79409,-4.564382,107.895935,5.1190033,-36.03328,41.58348,25.75197,-18.801933,70.08792,-12.951751,-59.573498,28.385555,22.064224,-6.744239,49.4457,-15.503763,-54.902176,14.357824,14.367299,-17.954704,46.621864,-11.917588,-40.280075,19.358576,11.595214,-21.505154,34.815414,-10.627038,-34.951744,15.502468,1923.121615223176,399.358084674333,5173.050739455133,2314.0810148832584,890.7834945636138,3591.3084351681673,0.06818641845514307,0.00830078125,0.37255859375,0.13185678,0.0158024,0.28510222,18.805617265162226,7.584903543748933,35.62588389394129,16.54704807716215,6.786596142629498,35.50425461805676,19.54330727943187,6.580002827708481,36.879278065516246,18.83364320060138,9.406231692044107,32.845862013637785,18.625027458533552,11.169450759646999,31.219103280485754,17.756459970447292,10.82435085058352,27.652299807696334,40.584889927120734,25.82305227239936,50.769856769715396,129.19921875
815,reggae.00016.wav,-76.086586,-313.3753,49.72121,101.112076,54.298073,157.70888,-11.623927,-63.424988,77.967514,46.250248,8.85413,77.86737,-11.212149,-37.575,18.143696,31.397367,6.5540323,70.35242,-9.473126,-41.43148,29.65525,22.47439,-8.691561,49.11473,-16.812243,-39.417393,10.118695,15.9744,-5.796467,42.039833,-9.512783,-35.592102,18.10936,11.821731,-14.495743,36.18679,-7.8461676,-29.615475,18.581627,2118.551041160394,504.03808507756037,4133.615937512055,2303.0696601109494,1390.6006646787732,3398.3719089683973,0.07924770700406032,0.00537109375,0.21484375,0.1855583,0.075995326,0.3372109,20.833808750667217,9.890679657240103,41.02509656287751,15.955658778783024,6.078864283903193,35.40978054042557,18.43339899668856,6.691314101058482,39.4865391871371,18.54337171958181,8.069912512543608,32.99187146255936,18.652544444120515,7.059874722351781,29.383987249882807,17.758945623030193,11.071274949553265,28.267587122627376,42.043534820726606,14.506424111716687,50.93257951363587,143.5546875
816,reggae.00017.wav,-154.80096,-398.4097,3.4182372,110.02115,-39.543007,193.97855,-18.445381,-84.1704,57.02349,36.652042,-32.27694,106.10862,0.5233885,-51.985844,64.64378,31.578094,-11.296487,72.8795,-10.432264,-75.7246,33.385727,18.818375,-12.575308,52.436928,-7.174978,-54.56919,27.954662,13.1448,-22.084282,46.974052,-5.248939,-41.066116,26.469954,8.900309,-30.957664,38.470123,-6.7106643,-44.093185,26.831074,1803.9538105585716,376.1366777721927,5259.10457715423,1973.1231937162263,802.0475511534056,3312.5840885189673,0.07795204345514307,0.00244140625,0.462890625,0.13969922,0.0066145826,0.32631192,18.894704303308185,7.217803405448551,40.12831173667679,15.581892373598814,4.157033288447348,33.05132648685367,20.034380831279982,6.27421119303215,39.621438656104104,19.004196639039098,7.640203582925624,33.874062320476206,21.10040422642904,10.638090855201087,33.90190350990247,18.30680331593978,6.234275456023229,30.210274745817408,38.70443290265005,8.723573513608311,49.78673686779958,129.19921875
817,reggae.00018.wav,-170.86713,-404.48578,-5.872834,107.73833,-0.13003314,216.40338,-1.7606593,-65.24626,72.10181,46.446262,-0.08813274,95.44542,-0.19452451,-53.76544,58.771187,24.937532,-28.17527,66.3098,-10.676094,-48.037987,36.033028,18.083887,-33.944557,47.23956,-10.79039,-41.324932,27.892345,11.160347,-23.88084,43.194756,-7.255222,-45.6127,22.570282,6.2078676,-26.804152,32.13786,-6.469771,-36.255974,25.998335,1907.6056942036873,307.33299124198226,5317.943609577169,2124.6225269883566,745.094796651583,3342.694851280512,0.07740447360788863,0.005859375,0.43505859375,0.10637723,0.013201577,0.31666738,17.528697206137387,6.5596392744200696,40.58922050320889,14.91010911767331,5.202178378629737,34.14844152030008,18.585821437030102,6.788522303502376,36.11043337971536,16.473744484325344,4.939623691563081,33.28109192665094,17.68884988889072,8.693768129601395,29.678876775456324,16.80913358715467,7.303732727912715,26.962913498202575,38.606464910960504,17.967123834445093,51.755261885353114,151.99908088235293
